@id,@lon,@lat,name,opening_hours,website,phone,addr:street
693343390,2.1957660,48.8923088,Espace Coiffure,Tu-Sa 09:30-19:00,,+33147218218,
694652121,2.3573313,48.8516092,Les Mauvais Garçons,Mo-Sa 09:30-19:30,,+33142024979,Rue Saint-Louis en l'Île
696003552,2.4861617,48.8030665,Styl'Hair Coiffure,Mo 10:00-18:30; Tu-Fr 09:30-19:00; Sa 09:00-19:00,,,
696003608,2.4859250,48.8020972,Y,,,,
697323145,2.2740382,48.8280970,Jean Louis David Tradition,Tu-Th 09:30-19:00; Fr 09:30-20:00; Sa 09:00-19:00; PH off,https://www.jeanlouisdavid.com/salon-coiffure/coiffeur-issy-les-moulineaux_s5352,+33 1 46 48 83 80,
705017109,2.1680880,48.9914740,Coiffeurs Conseil,,,,
705032384,2.1669480,48.9905320,Sergio Bossi,,,,
705033822,2.1679560,48.9909120,,,,,
705034253,2.1677080,48.9906900,Atypique Coiffure,,,,
705034439,2.1675150,48.9905280,Créastyles,,,,Rue d'argenteuil
708830381,2.1829490,48.8891776,Excellence Coiffure,,,,
710317052,2.3633035,48.8666030,Amour cheveux club,Tu-Sa 10:00-19:00,https://amourcheveuxclub.com/,+33 1 44 61 11 79,Rue Béranger
725255654,2.1677900,48.9913130,Kôme Salon & spa aveda,Mo-Sa 09:00-19:00,http://www.kome.fr,+33139976404,Rue de Paris
738848893,2.4859806,48.8035337,,,,,
739292624,2.4845621,48.8033667,Visions,,,,
741557345,2.4858755,48.8016188,,,,+33 1 48 86 03 48,
769969469,2.4857585,48.8047532,Métamorphose,,,,
770357302,2.4868975,48.8040550,,,,,
770357319,2.4862594,48.8044893,Dessange,,,,
770599529,2.4428050,48.8638921,Coiffure Masculin,,,,
772600426,2.3318245,48.8032569,Nuance Coiffure,,,,
775732045,2.4190645,48.8052233,Coiffure Anne-marie Anger,,,,
775732077,2.4195117,48.8054901,Revion Furterer,,,,
791974296,2.2477520,48.8377139,Claire Coiffure,Mo-Tu  Th-Fr 08:30-17:00; Sa 09:00-18:00,,+33 1 46 08 12 48,
796873955,2.2463293,48.8389956,Akikut,,,+33 1 48 25 01 15,
802009267,2.2389028,48.8373888,Jean Louis David,Mo-Sa 10:00-20:00,,+33 1 47 12 05 66,
813271626,2.2551513,48.9238121,Gina Gino,,,,
814115025,2.2572703,48.9237592,Franck Provost,,,,
821320868,2.2572424,48.9238482,Jean Louis David,,,,
821632352,2.2558995,48.9238902,Fabio Salsa,,,,
828087935,2.2796608,48.9201789,,,,,
844504812,2.3508404,48.8377255,Avant Première,Tu-Th 09:30-19:00  Fr 10:30-19:00  Sa 09:30-18:00,,,
847215745,2.3511212,48.8383552,Jean Louis David,,,,Avenue des Gobelins
854521374,2.2391311,48.8454595,Valentin Coiffure,,,+33 1 46 05 05 17,
868425255,2.2310488,48.8342528,Joelle Cannet,,,,Rue de Bellevue
870142325,2.2329039,48.8357427,,Mo-Sa 09:30-19:30,,+33 1 41 10 83 50,Rue Galliéni
874576983,2.1865088,48.8434200,Jean Louis David,Tu-Sa 09:30-19:00;PH closed,,,Avenue du Maréchal Leclerc
877115582,2.2403624,48.8286606,Salon Verlaine,,,,
877115883,2.2394654,48.8305581,Costi Coiffure,Mo 10:00-19:30; Tu-Fr 09:30-19:30; Sa 09:00-19:00,,,Rue du Vieux Pont de Sèvres
882356182,2.2410438,48.8318678,Coiffure,,,,
885690708,2.1966551,48.8900585,3 Coiffeurs,,,,
887163669,2.2194993,48.8800114,Inovtif,,,,
890582843,2.3134353,48.7062712,Carole Coiffure,,,,
892853448,2.2378517,48.8320453,Constantin Coiffure,Mo-We  Fr-Sa 09:30-19:00; Th 09:30-21:00,,,Avenue du Général Leclerc
894104633,2.2439957,48.8325568,Gina Gino,,,,
894104651,2.2437590,48.8329495,Jean Louis David,,,,
896459135,2.2368949,48.9852796,Hair Style,,,+33 1 34 15 44 21,
901762696,2.2382644,48.8463556,Franck Provost,,,,
912309085,2.3583252,48.8754332,Coiffure,,,,Rue Saint-Laurent
915966096,2.3137622,48.7627940,Coiffelle,Tu We Fr 09:30-18:30  Th 10:00-19:30  Sa 09:00-18:00,,,
915986022,2.3148613,48.7778856,Christian Coiffure,,,,
919869828,2.4935936,48.9337695,Nice Hair,,,,
919869848,2.4940814,48.9324439,,,,,
919869850,2.4938994,48.9340792,Génération Coiffure,,,,
919869867,2.4936790,48.9328721,FLO,,,,
920662413,2.4920594,48.9346557,,,,,
933569924,2.2010933,48.8867662,,Mo-Su 08:30-12:00; Sa 14:00-19:30,,,
940119703,2.2404519,48.8398036,Hair Rock,,,,
945056255,2.2525104,48.9246892,Hair-City,,,,
957307768,2.4777012,48.8956116,,,,,
965891941,2.3150826,48.7783865,Franck Provost,Tu-Fr 09:30-19:00; Sa 09:00-18:30,,,
968171166,2.3670054,48.8537064,Les Coiffeurs de la Rue,Mo-We Fr Sa 09:30-19:30  Th 10:00-21:30,,,
969132978,2.3208012,48.8184315,Franck Provost,Mo-We Fr Sa 09:30-19:00; Th 10:00-20:00,,+33 1 46 12 98 98,
976978261,2.2489424,48.8351315,Odile Coiffure,,,,
980154488,2.3823169,48.8951306,Lydie Coiffure,Tu-Sa 09:30-18:00,,,
986085915,2.2440861,48.8308446,HB Coiffure,,,,
986921152,2.3131865,48.8406717,Kelly Angel,,,,
986921170,2.3133273,48.8414527,Coiffeur Barbier,,,,
987112158,2.2755334,48.8796267,Coiffure,,,,
987112172,2.2710566,48.8810498,Sergio Bossi,,,,
987112185,2.2701659,48.8813329,Frank Pascal,,,,
987112217,2.2736387,48.8809304,Yan's,,,,
987112228,2.2706092,48.8819030,Dessange,Tu-Fr 08:30-20:00  Mo 09:00-19:00  Sa 08:30-19:00,,,
987919396,2.2379192,48.8323187,Graziella Coiffure,,,,
988277585,2.2670642,48.8823173,Signature,,,,
988277648,2.2655819,48.8827876,Louis Germain,,,,
988277711,2.2654519,48.8828287,Jerôme Olivet,,,,
989431387,2.2597882,48.8846234,Coiffure Philippe,Tu-Sa 09:00-19:00,,,
993642138,2.2516213,48.8390689,Le 6ème Sens,Tu-Th 10:00-18:00; Fr 10:00-19:30; Sa 09:00-17:00,,+33 1 46 05 04 56,
993642142,2.2501017,48.8389436,Eric Stipa,Mo  We 10:00-18:00; Tu  Th-Fr 09:30-19:00; Sa 09:00-19:00,,+33 1 46 05 68 90,
994059105,2.2410788,48.8376748,Coiffure Georges Tayar,Mo-We  Fr-Sa 09:30-19:00; Th 11:00-20:00,,+33 1 46 04 12 12,Boulevard Jean Jaurès
995502837,2.2429972,48.8269461,,,,,
995502843,2.2475203,48.8267672,VOG,,,,
995502849,2.2476889,48.8260132,Diamina,,,,
995502851,2.2474764,48.8263862,LC Coiffure,,,,
997119526,2.2471692,48.8273863,Le 249,,,,
997119787,2.2466642,48.8277882,Franck Provost,Tu-Fr 09:30-19:30; Sa 09:30-18:30,,,
998797566,2.2447285,48.8358740,Un Look Pour Tous,Tu-Sa 09:00-19:00,,+33 1 48 25 13 77,
998797581,2.2452986,48.8340007,Gérard Valentino,Tu-We  Fr-Sa 10:00-19:00; Th 11:00-20:00,,,
998797584,2.2453754,48.8300977,Norbert Dray,Mo-We  Fr-Sa 10:00-19:00; Th 10:00-21:00,,,
998797610,2.2446449,48.8332958,De l'Autre Côté du Miroir,Tu-We  Fr-Sa 09:30-19:00; Th 11:00-20:00,,+33 1 46 20 33 88,
1000073229,2.2413782,48.8361253,Antony Dapra,Tu-We  Sa 09:00-17:00; Mo 10:00-17:00; Th-Fr 09:00-18:00,,+33 1 46 05 01 27,
1000815130,2.2401855,48.8343190,Christine K,,,,
1000815262,2.2402571,48.8342242,Salon Carnot,,,+33 1 48 25 48 80,
1003155540,2.2275242,48.8407069,A Cut for Me,,,+33 1 46 05 30 30,Avenue du Maréchal de Lattre de Tassigny
1004221563,2.2708436,48.8482343,Camille Albane,,,,
1009007567,2.2724194,48.8567966,Duban Coiffure,,,,Avenue Mozart
1012296789,2.2313044,48.8403327,235th Barberstreet,Mo-Sa 10:00-20:00,,+33 1 71 76 30 30,
1013351541,2.2299482,48.8407344,Reine Coiffure,Tu-Sa 09:00-18:00,,+33 1 46 04 01 72,
1018176334,2.2381600,48.8432897,Camille Albane,Mo 10:00-18:00; Tu-We 09:00-18:30; Th  Sa 09:00-19:00; Fr 09:00-20:00,,+33 1 48 25 45 48,
1020227381,2.3751062,48.8714865,,,,,
1020780013,2.3713651,48.8698167,dyls,,,,
1022710347,2.3736464,48.8709156,Nassym,,,,
1023168137,2.3743336,48.8710382,Coiffure,,,,
1027996090,2.2372915,48.8446075,Jean-Claude Biguine,,,,
1036031506,2.3020222,48.9153365,,,,,
1037173758,2.2372163,48.8455946,Dessange Paris,Mo 09:00-18:00; Tu-We  Sa 09:00-19:00; Th-Fr 09:00-20:30,,+33 1 41 31 23 24,
1037173774,2.2371724,48.8448541,Salon Greg,,,,
1038210052,2.2388633,48.8415896,Lucie Saint-Clair,,,+33 1 46 04 99 50,Boulevard Jean Jaurès
1039544786,2.2495470,48.8224790,Katia Coiffure,,,,
1051453498,2.2510171,48.8322621,Valentin,Tu-Sa 10:00-19:00,,,
1077680634,2.1680579,48.7643472,,,,,
1077680724,2.1598115,48.7665409,,,,,
1079229947,2.3787789,48.8462665,Haircut Studio,,,,
1082016301,2.2513915,48.8294636,Coiffure Jean-Franck,,,,
1085584970,2.2502182,48.8281997,Style Hair 23,Tu-Sa 09:30-19:30,,,
1091487278,2.4907010,48.8026915,,,,,
1096258181,2.2569378,48.8372144,Lucie d'Ancelle,Tu-We  Fr-Sa 09:00-19:00; Th 11:00-21:00,,+33 1 45 27 15 37,
1101942151,2.2542556,48.8335700,Couleur et Création,Tu-We  Fr 10:00-19:00; Th 10:00-20:00; Sa 09:30-19:00,,,
1105435948,2.2888985,48.8938414,,,,,
1107514005,2.2400514,48.8411352,Coiffure Essentielle...,Tu-Sa 09:00-18:30,,+33 1 48 25 42 73,
1112952580,2.2455422,48.8327949,Criska Coiffure,,,,Rue du Vieux Pont de Sèvres
1113738999,2.3132465,48.8426729,Coifhom,,,,
1113739055,2.3134912,48.8424009,Franck Provost,,www.franckprovost.com,+33145672146,
1118434393,2.2681156,48.8227169,Nathalie Pallay,,,,
1129371352,2.2275553,48.9844606,Kôme Salon & Spa Aveda,Mo-Sa 09:00-19:00,http://www.kome.fr,+33 134132054,Rue du Général Leclerc
1129371393,2.2274845,48.9844860,Frédéric Moreno,Mo-Th 09:00-19:00; Fr 09:00-20:00; Sa 09:00-18:30,https://www.kome.fr/,+33 134132054,Rue du Général Leclerc
1133711911,2.2273827,48.9838942,Élégance Coiffure,,,,
1137436574,2.2361250,48.8820645,Pascal B,,,,
1148671265,2.2312973,48.8341393,L'Hair du Temps,Mo  We  Fr-Sa 10:00-19:00; Th 10:00-21:00,,+33 1 46 05 19 79,Rue de Bellevue
1152687066,2.2418397,48.8329296,Gianni Capelli,Tu-Fr 09:30-19:00; Sa 09:00-19:00,,+33 1 46 21 21 20,
1168622981,2.2495110,48.8189910,Coiffure Katia,,,,
1177524752,2.4608419,48.7931751,,,,,
1180624663,2.2555432,48.8195031,Christian Cerrutti Coiffure,,https://www.pagesjaunes.fr/pro/christian-cerutti-coiffure-04513893-56051400-L09204000,+33 1 47 36 12 12,Avenue de Verdun
1180644913,2.2433255,48.8429165,Couleur du Temps,Tu-Fr 09:30-19:00; Sa 09:30-18:30,,+33 1 48 25 32 44,
1180644958,2.2443054,48.8431028,John Landot,,,,Rue du Château
1182665034,2.2391193,48.8420038,Jet Set Coiffure,Mo-Fr 09:30-19:00; Sa 09:30-18:30,,+33 1 46 05 98 51,
1190981802,2.2448550,48.8360866,Espace Coiffure 98,Tu-Th  Sa 09:30-18:30; Fr 10:00-20:00,,+33 1 46 05 90 82,
1194165602,2.4887031,48.8034152,,,,,
1196728819,2.2361168,48.8451637,Cheveux d'Ange,,,,
1200419734,2.2472918,48.9089219,Franck Provost,Mo-Sa 10:00-19:00,,,
1200427629,2.2458910,48.9093320,Marie Noëlle le roy,Tu-Fr 10:00-19:00  Fr 09:30-20:00  Sa 09:00-19:00,,,
1200473674,2.2449360,48.9087440,Kriscoiff,,,,
1200483250,2.2421680,48.9094660,Code By C,Tu-Sa 09:00-19:00  Th 09:00-20:00,,,
1205629119,2.2359866,48.8459732,Tchip Coiffure,,,,
1207292987,2.2357866,48.8452579,By Damien,,,,
1210918737,2.2817051,48.9065054,Allure Coiffure,,,,
1210935087,2.2864719,48.9063811,,,,,
1217472050,2.2360128,48.8395215,Coiff'In 92,,,,
1221134459,2.2795210,48.9050800,L'Art de Pl'Hair,We Fr Sa 09:30-18:00  Tu 10:00-18:00  Th 12:30-20:30,,,
1221153119,2.2563036,48.8959989,Actual,,,,
1221157557,2.2563164,48.8973472,MF Tradition,Tu-Fr 09:00-19:00; Sa 09:00-16:00,,,
1223065436,2.2423831,48.8369343,Flavio Ritchi,,,,
1224811461,2.4852990,48.7981919,David Alban,,,,
1224811463,2.4860313,48.7997444,Annie Création Coiffure,,,,
1224811464,2.4835995,48.7980650,LMJ,,,,
1224811512,2.4581006,48.7963004,,,,,
1225227272,2.2606162,48.8451823,Color Cut,,,,
1225227328,2.2609132,48.8451743,,,,,
1233484774,2.2387170,48.8462034,Mathis,,,,
1234664759,2.2625573,48.9699065,Tchip,,,,
1234664770,2.2617750,48.9663281,La Barbade,,,,
1234664776,2.2629558,48.9699706,Tony Morenas,Mo-We 09:30-19:30  Th Fr 09:30-20:00  Sa 09:00-18:30,,+33 1 34 10 15 15,
1234664780,2.2626733,48.9705492,L'Univers d'Élisa,,,,
1243135860,2.4072605,48.8348060,Coiffure Paris,,,,
1243136048,2.3884044,48.8476919,Dominique Léon,,,,
1252378189,2.3927080,48.8384055,Jérome Lamaze,,,,
1252378791,2.3932695,48.8391079,,,,,
1258430191,2.4900509,48.7994193,,,,,
1259590839,2.3384050,48.7788645,Chez Georgio,,,,
1272037726,2.3183599,48.8831547,Bigoudi,,,,
1272037728,2.3181694,48.8830684,,,,,
1272931915,2.4152715,48.8794027,Franck Azar Coiffure,,,,
1272931931,2.4141127,48.8790888,Jean Claude Biguine,,,,
1272963714,2.2386340,48.8435552,Los Niños,,,,
1279198397,2.2527775,48.9181461,Coiffure Masculin,,,,
1279198399,2.2527881,48.9226254,Sun Lady's,,,,
1279209980,2.2537156,48.9129292,Barber Stone,,,,
1279209983,2.2548745,48.9107794,Coiffure & Création By Radé,,,,
1280732221,2.2576724,48.9589223,Zitouni,,,,
1281423165,2.2639359,48.9693885,,,,,
1281434358,2.2840295,48.8756023,Jean Louis David,,,,
1281434383,2.2841103,48.8752123,Jean-Claude Biguine,,,,
1282084792,2.2610725,48.8864183,Appoline Coiffure,Mo 11:00-18:00  Tu 10:00-19:00  We Th 10:00-20:00  Fr Sa 09:00-19:00,,,
1283334158,2.2551802,48.9554622,Coiff'Expert,,,,
1285336043,2.2503576,48.9451066,Tara Coiffure,,,,
1288947963,2.2370572,48.8433534,Jean Jacques Michel,Tu-Sa 09:30-19:00,,+33 1 48 25 91 77,
1291532274,2.2580122,48.8843652,Biguine,,,,
1291532284,2.2579548,48.8843159,Sarah,Mo-We Fr Sa 09:00-18:30  Th 09:30-19:00,,,
1300467401,2.2731067,48.8236556,Belom,,,,Rue Auguste Gervais
1300607567,2.2885817,48.8766868,Carré Noir pour Hommes,,,,
1305748486,2.2476045,48.8294688,Coiffure M.C.,,,,
1306563391,2.3654159,48.8255818,Avy Coiffure,,,,
1306678375,2.2438450,48.8309445,Salon de Coiffure,Mo-Su 09:30-19:30,,,
1313398475,2.2989728,48.8105889,Saint Algue,Tu-Sa 10:00-19:00,,,
1318768678,2.2536820,48.9497244,Salon 81,,,,
1319967022,2.3411989,48.8264382,Coiffure,,,,Rue d'Alésia
1327343949,2.2630289,48.8849275,Sullan Coiffure,,,,
1328467061,2.2657456,48.8841796,Tchip Coiffure,,,,
1334491049,2.2538039,48.9230014,Camille Albane,,,,
1341250785,2.2529174,48.9232981,Carino Coiffures,,,,
1342192311,2.2621506,48.9702377,Imagin'Hair,Tu-Sa 10:00-19:00,,+33 9 50 41 12 27,
1343220752,2.3038302,48.8587263,Institut Karité,,,,
1343231648,2.3038892,48.8568643,Roméo et Juliette,,,,
1344434606,2.2595573,48.9709206,Le Salon d'Hélène,,,,
1344434608,2.2590860,48.9710838,Lilian Coiffure,Tu-Th 09:00-12:00 14:00-19:00; Fr 09:00-19:00; Sa 09:00-18:30,,+33 1 39 81 37 25,
1359287730,2.2319675,48.8431595,Espace Coiffure,Tu-We 09:30-12:30  14:15-18:30; Th 11:00-20:00; Fr-Sa 09:00-18:00,,,
1361563035,2.3653865,48.8214831,,,,,
1362787042,2.3585376,48.8231458,Tchip Coiffure,,,,
1374503748,2.2682792,48.8233298,Dynami Coiff,,,+33 1 46 45 09 53,Rue Hoche
1375716151,2.4846824,48.8522503,Célestine,Mo-Sa 09:30-19:00,http://www.celestinecoiffure.com/,+33 1 48767374,
1398081957,2.1815086,48.8761479,Camille Albane,,,,
1398627517,2.1774582,48.8785884,Biguine,,,,
1400350297,2.1807114,48.8772720,Fabio Salsa,,,,
1400359345,2.1810409,48.8760689,Jean Louis David,Tu-Sa 09:00-18:30,,,
1401273570,2.1791212,48.8791586,Jean Louis David,,,,
1406330766,2.1824303,48.8778578,Art Coiffure,,,,
1407581341,2.2743282,48.9919493,Jacqueline Coiffure,,,,
1411497620,2.2197970,48.9107305,Coiffure Masculin,Mo-Su 09:30-20:00,,,
1411500938,2.2003057,48.8911842,,Tu 09:30-12:00 14:00-18:30; We Fr 09:30-18:30; Th 09:30-19:30; Sa 09:00-18:00,,+33147212283,
1422053437,2.3253030,48.8926630,Hennou's,,,,
1426897827,2.2251807,48.8406761,Le Coiffeur,We  Fr-Sa 09:30-18:30; Th 11:00-20:00,,+33 1 46 05 00 23,
1430808019,2.3436964,48.8613188,La Coiffure à Petit Prix,,,,Rue Saint-Honoré
1437396761,2.2752102,48.8590952,Liner Coiffure,,,,
1438162454,2.4731857,48.8121752,Marie B. Coiffure,,,,
1438280153,2.2750602,48.8599263,French and the City,,,,
1440250989,2.3389156,48.8768805,Frank Provost,,,,Rue Saint-Lazare
1440926748,2.2127904,48.8632273,,,,,
1442297621,2.2749321,48.8602835,Franck Provost,,,,
1446934509,2.2757644,48.8619616,Jean-Claude Biguine,,,,
1446934533,2.2756503,48.8617587,Salon Paris 16,,,,
1450939217,2.4054874,48.8261523,Eric Stipa,,,,
1452096799,2.4013641,48.8520693,,,,,
1454697240,2.4619433,48.7935517,Alain Theves,,,,
1454697268,2.4622881,48.7930972,,,,,
1454697274,2.4617925,48.7934735,,,,,
1454780814,2.2799252,48.8664481,Lucie Saint-Clair,,,,
1455463890,2.2190307,48.8442607,Sculpt' Hair,Tu-Sa 09:00-19:00,,+33146025419,Place du Pas de Saint-Cloud
1459465830,2.4952044,48.8387126,Françis L. Rhod,Mo-We 10:00-19:00; Th-Fr 10:00-20:00; Sa 09:00-19:00; ,https://francislrhod.com/,+33 1 43 24 16 16,Avenue Ledru-Rollin
1474441904,2.4573423,48.7730285,,,,,
1474441918,2.4573066,48.7745488,,,,,
1477656347,2.3695987,48.8636349,Coiffeur Kut,,,,
1481532345,2.4861294,48.7940616,,,,,
1481532353,2.4866758,48.7968916,,,,,
1481532354,2.4881844,48.7979550,Diderio,,,,
1483017714,2.3380973,48.8769285,Charly Coup'Hair,,http://charlycouphair.fr/,+33 1 48 78 26 39,
1483017720,2.3328243,48.8769202,Jean-Claude Biguine,,,+33 1 40 16 96 16,
1486313991,2.3520992,48.8736388,Dianest Coiffure,Tu-Sa 10:00-19:00,https://www.facebook.com/dianestcoiffure,+33 1 47 70 10 13,
1486314000,2.3496029,48.8709187,Jean Louis David,Mo-Sa 10:00-19:00; Th 11:00-20:00,http://www.jeanlouisdavid.com,+33 1 48 24 86 06,
1488772088,2.3561405,48.8753162,Coiffure Meliani,,,,
1506812685,2.2262664,48.8958936,Biguine,Mo-Fr 09:00-20:00,,,
1506813278,2.1713537,48.7994870,Sylvie coiff' mode,,,,
1514722073,2.1951321,48.8916718,Brigitte Coiffure,Mo-Fr 09:00-19:00; Sa 09:00-18:00,,,
1514722081,2.1962874,48.8902356,Poptif Création,Mo 14:00-19:00; Tu-We 09:00-19:00; Th 09:00-21:00; Fr 08:30-19:00; Sa 07:30-13:00,,+33147214253,
1528718297,2.3646950,48.8519900,Jean Louis David,Mo-Sa 10:00-19:00,,+33142729701,
1528723813,2.3666840,48.8526000,Jean-Claude Biguine,Mo-Sa 10:00-19:00,,,
1528725410,2.3668980,48.8523220,biocoiff,,,+33142729938,
1528972873,2.2412182,48.8980979,Salon de coiffure Hanna,,http://www.salonhanna.com/,,Rue Gaultier
1544927491,2.4125131,48.8225996,Gigi Coiffure Mixte,,,+33 1 43 68 36 62,Avenue Anatole France
1544943479,2.4070136,48.8256375,Arnaud Camu,,,,
1555929044,2.2411337,48.8084122,Elisabeth Ramon,,,,
1557096034,2.2741999,48.9025098,Intermède,,,,
1557117614,2.2404689,48.8077852,Christine C,,,,
1559465838,2.2359241,48.8062981,Nature Coiff,,,,
1559465857,2.2365812,48.8068932,Salon M,,,,
1559465939,2.2360131,48.8085079,Éric Stipa,,,,
1567274172,2.2766503,48.8954980,VM & C,,,,
1569464265,2.3250814,48.7343627,,,,,
1569464303,2.3297187,48.7391942,Jolly coiffure,,,,
1579618683,2.3234767,48.8240166,,,,,
1579642972,2.3274410,48.8277223,Franck Provost,Tu-Sa 09:30-19:00,,+33 1 43 22 70 07,Rue d'Alésia
1579665769,2.3246476,48.8236384,Coiffure Sylvie,Mo-Th Sa 09:30-18:30; Fr 11:30-20:30,,,
1584123883,2.3273865,48.7314883,,,,,
1586950459,2.2348222,48.8141296,Family Coiffure,,,,
1601085390,2.3053463,48.9743634,Michel Fabienne,,,,
1609140380,2.3082754,48.9704668,Bo Coiffure,,,,
1615612173,2.2451093,48.8284689,Coiffure,,,,
1619521179,2.3731904,48.8913008,Myriam Coiffure,,,,
1635851259,2.3359126,48.7946086,Scoop,Mo off; Tu We Fr 10:00-19:00; Th 12:00-21:00; Sa 09:00-18:00; Su off,http://www.accc-cachan.com/scoop-coiffure-view-31-26.html,+33 1 45 47 34 50,
1639890475,2.3356236,48.7945404,Saint-Algue,Mo 11:00-19:00; Tu We 09:30-19:00; Th 09:30-20:00; Fr Sa 09:00-19:00; Su off,http://www.saint-algue.com/salon-2628/coiffeur/6-rue-guichard-94230-cachan,+33 1 46 64 37 38,
1640861464,2.3333609,48.7929157,Pétale d'Or,Mo-Sa 09:30-19:00,,,
1642006724,2.4812673,48.7885593,,,,,
